location,city,country,utc,local,parameter,value,unit,attribution
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-14T06:00:00.000Z,2016-06-14T03:00:00-03:00,pm25,11,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-14T06:00:00.000Z,2016-06-14T03:00:00-03:00,o3,0,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-14T05:00:00.000Z,2016-06-14T02:00:00-03:00,no2,43,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-14T05:00:00.000Z,2016-06-14T02:00:00-03:00,pm25,18,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-14T05:00:00.000Z,2016-06-14T02:00:00-03:00,o3,0,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-14T04:00:00.000Z,2016-06-14T01:00:00-03:00,pm25,11,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-14T04:00:00.000Z,2016-06-14T01:00:00-03:00,o3,0,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-14T02:00:00.000Z,2016-06-13T23:00:00-03:00,o3,0,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-14T02:00:00.000Z,2016-06-13T23:00:00-03:00,pm25,0,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-14T02:00:00.000Z,2016-06-13T23:00:00-03:00,no2,53,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-14T01:00:00.000Z,2016-06-13T22:00:00-03:00,o3,2,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-14T01:00:00.000Z,2016-06-13T22:00:00-03:00,no2,44,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-14T01:00:00.000Z,2016-06-13T22:00:00-03:00,pm25,1,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-14T00:00:00.000Z,2016-06-13T21:00:00-03:00,o3,3,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-14T00:00:00.000Z,2016-06-13T21:00:00-03:00,pm25,12,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-14T00:00:00.000Z,2016-06-13T21:00:00-03:00,no2,43,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T23:00:00.000Z,2016-06-13T20:00:00-03:00,no2,54,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T23:00:00.000Z,2016-06-13T20:00:00-03:00,o3,0,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T23:00:00.000Z,2016-06-13T20:00:00-03:00,pm25,20,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T22:00:00.000Z,2016-06-13T19:00:00-03:00,pm25,24,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T22:00:00.000Z,2016-06-13T19:00:00-03:00,o3,1,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T22:00:00.000Z,2016-06-13T19:00:00-03:00,no2,54,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T21:00:00.000Z,2016-06-13T18:00:00-03:00,o3,6,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T21:00:00.000Z,2016-06-13T18:00:00-03:00,no2,48,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T21:00:00.000Z,2016-06-13T18:00:00-03:00,pm25,20,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T20:00:00.000Z,2016-06-13T17:00:00-03:00,o3,21,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T20:00:00.000Z,2016-06-13T17:00:00-03:00,pm25,7,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T20:00:00.000Z,2016-06-13T17:00:00-03:00,no2,40,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T19:00:00.000Z,2016-06-13T16:00:00-03:00,o3,37,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T19:00:00.000Z,2016-06-13T16:00:00-03:00,pm25,3,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T19:00:00.000Z,2016-06-13T16:00:00-03:00,no2,30,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T18:00:00.000Z,2016-06-13T15:00:00-03:00,pm25,0,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T18:00:00.000Z,2016-06-13T15:00:00-03:00,no2,23,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T18:00:00.000Z,2016-06-13T15:00:00-03:00,o3,50,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T17:00:00.000Z,2016-06-13T14:00:00-03:00,no2,19,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T17:00:00.000Z,2016-06-13T14:00:00-03:00,o3,45,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T17:00:00.000Z,2016-06-13T14:00:00-03:00,pm25,0,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T16:00:00.000Z,2016-06-13T13:00:00-03:00,no2,16,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T16:00:00.000Z,2016-06-13T13:00:00-03:00,o3,41,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T16:00:00.000Z,2016-06-13T13:00:00-03:00,pm25,0,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T15:00:00.000Z,2016-06-13T12:00:00-03:00,no2,17,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T15:00:00.000Z,2016-06-13T12:00:00-03:00,o3,36,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T15:00:00.000Z,2016-06-13T12:00:00-03:00,pm25,3,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T14:00:00.000Z,2016-06-13T11:00:00-03:00,no2,31,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T14:00:00.000Z,2016-06-13T11:00:00-03:00,o3,33,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T14:00:00.000Z,2016-06-13T11:00:00-03:00,pm25,9,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T13:00:00.000Z,2016-06-13T10:00:00-03:00,pm25,0,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T13:00:00.000Z,2016-06-13T10:00:00-03:00,no2,43,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T13:00:00.000Z,2016-06-13T10:00:00-03:00,o3,24,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T12:00:00.000Z,2016-06-13T09:00:00-03:00,o3,11,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T12:00:00.000Z,2016-06-13T09:00:00-03:00,pm25,0,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T12:00:00.000Z,2016-06-13T09:00:00-03:00,no2,42,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T11:00:00.000Z,2016-06-13T08:00:00-03:00,pm25,0,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T11:00:00.000Z,2016-06-13T08:00:00-03:00,no2,51,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T11:00:00.000Z,2016-06-13T08:00:00-03:00,o3,1,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T10:00:00.000Z,2016-06-13T07:00:00-03:00,o3,1,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T10:00:00.000Z,2016-06-13T07:00:00-03:00,no2,43,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T10:00:00.000Z,2016-06-13T07:00:00-03:00,pm25,0,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T09:00:00.000Z,2016-06-13T06:00:00-03:00,o3,4,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T09:00:00.000Z,2016-06-13T06:00:00-03:00,pm25,5,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T09:00:00.000Z,2016-06-13T06:00:00-03:00,no2,34,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T08:00:00.000Z,2016-06-13T05:00:00-03:00,pm25,13,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T08:00:00.000Z,2016-06-13T05:00:00-03:00,o3,4,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T08:00:00.000Z,2016-06-13T05:00:00-03:00,no2,31,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T07:00:00.000Z,2016-06-13T04:00:00-03:00,no2,28,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T07:00:00.000Z,2016-06-13T04:00:00-03:00,pm25,21,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T07:00:00.000Z,2016-06-13T04:00:00-03:00,o3,6,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T06:00:00.000Z,2016-06-13T03:00:00-03:00,o3,3,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T06:00:00.000Z,2016-06-13T03:00:00-03:00,pm25,32,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T06:00:00.000Z,2016-06-13T03:00:00-03:00,no2,32,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T05:00:00.000Z,2016-06-13T02:00:00-03:00,pm25,23,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T05:00:00.000Z,2016-06-13T02:00:00-03:00,no2,44,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T05:00:00.000Z,2016-06-13T02:00:00-03:00,o3,0,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T04:00:00.000Z,2016-06-13T01:00:00-03:00,o3,0,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T04:00:00.000Z,2016-06-13T01:00:00-03:00,pm25,25,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T02:00:00.000Z,2016-06-12T23:00:00-03:00,pm25,14,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T02:00:00.000Z,2016-06-12T23:00:00-03:00,no2,36,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T02:00:00.000Z,2016-06-12T23:00:00-03:00,o3,1,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T01:00:00.000Z,2016-06-12T22:00:00-03:00,pm25,16,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T01:00:00.000Z,2016-06-12T22:00:00-03:00,no2,26,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T01:00:00.000Z,2016-06-12T22:00:00-03:00,o3,11,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T00:00:00.000Z,2016-06-12T21:00:00-03:00,no2,16,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T00:00:00.000Z,2016-06-12T21:00:00-03:00,pm25,22,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-13T00:00:00.000Z,2016-06-12T21:00:00-03:00,o3,22,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-12T23:00:00.000Z,2016-06-12T20:00:00-03:00,no2,18,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-12T23:00:00.000Z,2016-06-12T20:00:00-03:00,o3,21,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-12T23:00:00.000Z,2016-06-12T20:00:00-03:00,pm25,31,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-12T22:00:00.000Z,2016-06-12T19:00:00-03:00,pm25,19,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-12T22:00:00.000Z,2016-06-12T19:00:00-03:00,o3,19,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-12T22:00:00.000Z,2016-06-12T19:00:00-03:00,no2,20,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-12T21:00:00.000Z,2016-06-12T18:00:00-03:00,no2,14,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-12T21:00:00.000Z,2016-06-12T18:00:00-03:00,o3,26,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-12T21:00:00.000Z,2016-06-12T18:00:00-03:00,pm25,19,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-12T20:00:00.000Z,2016-06-12T17:00:00-03:00,pm25,6,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-12T20:00:00.000Z,2016-06-12T17:00:00-03:00,no2,12,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-12T20:00:00.000Z,2016-06-12T17:00:00-03:00,o3,35,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-12T19:00:00.000Z,2016-06-12T16:00:00-03:00,no2,10,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-12T19:00:00.000Z,2016-06-12T16:00:00-03:00,pm25,1,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-12T19:00:00.000Z,2016-06-12T16:00:00-03:00,o3,46,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-12T18:00:00.000Z,2016-06-12T15:00:00-03:00,o3,59,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-12T18:00:00.000Z,2016-06-12T15:00:00-03:00,pm25,1,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-12T18:00:00.000Z,2016-06-12T15:00:00-03:00,no2,12,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-12T17:00:00.000Z,2016-06-12T14:00:00-03:00,pm25,0,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-12T17:00:00.000Z,2016-06-12T14:00:00-03:00,no2,23,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-12T17:00:00.000Z,2016-06-12T14:00:00-03:00,o3,69,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-12T16:00:00.000Z,2016-06-12T13:00:00-03:00,pm25,0,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-12T16:00:00.000Z,2016-06-12T13:00:00-03:00,o3,55,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-12T16:00:00.000Z,2016-06-12T13:00:00-03:00,no2,20,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-12T15:00:00.000Z,2016-06-12T12:00:00-03:00,o3,42,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-12T15:00:00.000Z,2016-06-12T12:00:00-03:00,no2,24,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-12T15:00:00.000Z,2016-06-12T12:00:00-03:00,pm25,3,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-12T14:00:00.000Z,2016-06-12T11:00:00-03:00,o3,37,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-12T14:00:00.000Z,2016-06-12T11:00:00-03:00,no2,18,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-12T14:00:00.000Z,2016-06-12T11:00:00-03:00,pm25,29,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-12T13:00:00.000Z,2016-06-12T10:00:00-03:00,o3,24,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-12T13:00:00.000Z,2016-06-12T10:00:00-03:00,pm25,21,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-12T13:00:00.000Z,2016-06-12T10:00:00-03:00,no2,27,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-12T12:00:00.000Z,2016-06-12T09:00:00-03:00,o3,1,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-12T12:00:00.000Z,2016-06-12T09:00:00-03:00,pm25,5,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-12T12:00:00.000Z,2016-06-12T09:00:00-03:00,no2,36,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-12T11:00:00.000Z,2016-06-12T08:00:00-03:00,pm25,19,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-12T11:00:00.000Z,2016-06-12T08:00:00-03:00,no2,24,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-12T11:00:00.000Z,2016-06-12T08:00:00-03:00,o3,0,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-12T10:00:00.000Z,2016-06-12T07:00:00-03:00,no2,27,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-12T10:00:00.000Z,2016-06-12T07:00:00-03:00,o3,0,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-06-12T10:00:00.000Z,2016-06-12T07:00:00-03:00,pm25,27,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
